,course_number,department,name,Days,Hour,Instructor,Room,Status,Unique
640,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|W,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.106,waitlisted,50515
641,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|W,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.110,waitlisted,50520
642,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|W,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.116,waitlisted,50525
643,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|W,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.118,waitlisted,50530
644,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|W,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.124,waitlisted,50535
645,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|W,5:00 p.m.-6:00 p.m.|8:00 a.m.-12:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.126,waitlisted,50540
646,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.102,waitlisted,50545
647,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.106,waitlisted,50550
648,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.110,waitlisted,50555
649,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.116,waitlisted,50560
650,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.118,waitlisted,50565
651,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.124,waitlisted,50570
652,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|2:00 p.m.-6:00 p.m.,"FJETLAND, C",JES A121A|NHB 1.126,waitlisted,50575
653,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",JES A121A|NHB 1.102,waitlisted,50580
654,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",JES A121A|NHB 1.106,waitlisted,50585
655,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",JES A121A|NHB 1.110,waitlisted,50590
656,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",JES A121A|NHB 1.116,waitlisted,50595
657,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",JES A121A|NHB 1.118,waitlisted,50600
658,,,,,,,,,
659,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",JES A121A|NHB 1.124,waitlisted,50605
660,220C,CH,ORGANIC CHEMISTRY LABORATORY,TH|T,5:00 p.m.-6:00 p.m.|6:30 p.m.-10:30 p.m.,"FJETLAND, C",JES A121A|NHB 1.126,waitlisted,50610
661,320M,CH,ORGANIC CHEMISTRY I,TTH,8:00 a.m.-9:30 a.m.,"COLAPRET, J",JES A121A,open,50615
662,320M,CH,ORGANIC CHEMISTRY I,MWF,11:00 a.m.-12:00 p.m.,"DRAGNA, J",SAC 1.402,open,50620
663,320N,CH,ORGANIC CHEMISTRY II,MWF,12:00 p.m.-1:00 p.m.,"SHABBIR, S",BUR 106,waitlisted,50625
664,320N,CH,ORGANIC CHEMISTRY II,MWF,1:00 p.m.-2:00 p.m.,"SHABBIR, S",BUR 106,waitlisted,50630
665,320N,CH,ORGANIC CHEMISTRY II,TTH,9:30 a.m.-11:00 a.m.,"SESSLER, J",JES A121A,open,50635
666,320N,CH,ORGANIC CHEMISTRY II,MWF,10:00 a.m.-11:00 a.m.,"COLAPRET, J",BUR 106,waitlisted,50640
667,128K,CH,ORGANIC CHEMISTRY LABORATORY,M|M,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",JGB 2.216|NHB 1.102,waitlisted; restricted,50645
668,128K,CH,ORGANIC CHEMISTRY LABORATORY,M|M,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",JGB 2.216|NHB 1.106,waitlisted; restricted,50650
669,128K,CH,ORGANIC CHEMISTRY LABORATORY,M|M,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",JGB 2.216|NHB 1.110,waitlisted; restricted,50655
670,128K,CH,ORGANIC CHEMISTRY LABORATORY,M|M,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",JGB 2.216|NHB 1.116,open; restricted,50660
671,128K,CH,ORGANIC CHEMISTRY LABORATORY,M|M,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",JGB 2.216|NHB 1.118,open; restricted,50665
672,128K,CH,ORGANIC CHEMISTRY LABORATORY,M|M,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",JGB 2.216|NHB 1.124,waitlisted; restricted,50670
673,128K,CH,ORGANIC CHEMISTRY LABORATORY,M|M,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",JGB 2.216|NHB 1.126,open; restricted,50675
674,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|3:00 p.m.-6:00 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.102,open; restricted,50680
675,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|3:00 p.m.-6:00 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.106,waitlisted; restricted,50685
676,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|3:00 p.m.-6:00 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.110,waitlisted; restricted,50690
677,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|3:00 p.m.-6:00 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.116,waitlisted; restricted,50695
678,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.102,open; restricted,50700
679,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.106,open; restricted,50705
680,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.110,open; restricted,50710
681,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.116,open; restricted,50715
682,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.118,open; restricted,50720
683,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.124,open; restricted,50725
684,128L,CH,ORGANIC CHEMISTRY LABORATORY,TH|TH,2:00 p.m.-3:00 p.m.|6:30 p.m.-9:30 p.m.,"FJETLAND, C",GSB 2.124|NHB 1.126,open; restricted,50730
685,328M,CH,ORGANIC CHEMISTRY I-ENGR MAJS,TTH,8:00 a.m.-9:30 a.m.,"COLAPRET, J",JES A121A,open; restricted,50735
686,328M,CH,ORGANIC CHEMISTRY I-ENGR MAJS,MWF,11:00 a.m.-12:00 p.m.,"DRAGNA, J",SAC 1.402,waitlisted; restricted,50740
687,328N,CH,ORGANIC CHEMISTRY II-CH MAJS,TTH,9:30 a.m.-11:00 a.m.,"ANSLYN, E",ART 1.120,open; restricted,50745
688,328N,CH,ORGANIC CHEMISTRY II-ENGR MAJS,TTH,12:30 p.m.-2:00 p.m.,"WILLSON, C",WEL 2.122,open; restricted,50750
689,,,,,,,,,
690,431,CH,INORGANIC CHEMISTRY,TTH|F,9:30 a.m.-11:00 a.m.|9:00 a.m.-12:00 p.m.,"JONES, R",WEL 2.122|WEL 5.140,open,50755
691,431,CH,INORGANIC CHEMISTRY,TTH|F,9:30 a.m.-11:00 a.m.|1:00 p.m.-4:00 p.m.,"JONES, R",WEL 2.122|WEL 5.140,open,50760
692,431,CH,INORGANIC CHEMISTRY,TTH|M,9:30 a.m.-11:00 a.m.|2:00 p.m.-5:00 p.m.,"JONES, R",WEL 2.122|WEL 5.140,waitlisted,50765
693,431,CH,INORGANIC CHEMISTRY,TTH|T,9:30 a.m.-11:00 a.m.|2:00 p.m.-5:00 p.m.,"JONES, R",WEL 2.122|WEL 5.140,waitlisted,50770
694,431,CH,INORGANIC CHEMISTRY,TTH|W,9:30 a.m.-11:00 a.m.|2:00 p.m.-5:00 p.m.,"JONES, R",WEL 2.122|WEL 5.140,waitlisted,50775
695,431,CH,INORGANIC CHEMISTRY,TTH|TH,9:30 a.m.-11:00 a.m.|2:00 p.m.-5:00 p.m.,"JONES, R",WEL 2.122|WEL 5.140,waitlisted,50780
696,431,CH,INORGANIC CHEMISTRY,TTH|M,9:30 a.m.-11:00 a.m.|6:00 p.m.-9:00 p.m.,"JONES, R",WEL 2.122|WEL 5.140,waitlisted,50785
697,431,CH,INORGANIC CHEMISTRY,TTH|W,9:30 a.m.-11:00 a.m.|6:00 p.m.-9:00 p.m.,"JONES, R",WEL 2.122|WEL 5.140,waitlisted,50790
698,341,CH,AIF LAB TECHS: INORG CHEM,,,"HUMPHREY, S",,open; restricted,50795
699,341,CH,LAB TECHS IN INORGANIC CHEM,F|MW,10:00 a.m.-11:00 a.m.|9:00 a.m.-12:00 p.m.,"QUE, E",GAR 2.112|WEL 5.140,open; restricted,50800
700,353,CH,PHYSICAL CHEMISTRY I,TTH,11:00 a.m.-12:30 p.m.,"VANDENBOUT, D",WEL 2.110,waitlisted,50805
701,353,CH,PHYSICAL CHEMISTRY I,TTH,12:30 p.m.-2:00 p.m.,"CAMPION, A",BUR 212,open,50810
702,153K,CH,PHYSICAL CHEMISTRY LABORATORY,TH,9:30 a.m.-12:30 p.m.,"WORDEN, M",WEL 4.138,closed,50815
703,153K,CH,PHYSICAL CHEMISTRY LABORATORY,W,10:00 a.m.-1:00 p.m.,"WORDEN, M",WEL 4.138,closed,50820
704,153K,CH,PHYSICAL CHEMISTRY LABORATORY,T,2:00 p.m.-5:00 p.m.,"WORDEN, M",WEL 4.138,closed,50825
705,153K,CH,PHYSICAL CHEMISTRY LABORATORY,W,2:00 p.m.-5:00 p.m.,"WORDEN, M",WEL 4.138,closed,50830
706,153K,CH,PHYSICAL CHEMISTRY LABORATORY,TH,2:00 p.m.-5:00 p.m.,"WORDEN, M",WEL 4.138,waitlisted,50835
707,153K,CH,PHYSICAL CHEMISTRY LABORATORY,T,6:00 p.m.-9:00 p.m.,"WORDEN, M",WEL 4.138,closed,50840
708,153K,CH,PHYSICAL CHEMISTRY LABORATORY,W,6:00 p.m.-9:00 p.m.,"WORDEN, M",WEL 4.138,closed,50845
709,153K,CH,PHYSICAL CHEMISTRY LABORATORY,TH,6:00 p.m.-9:00 p.m.,"WORDEN, M",WEL 4.138,closed,50850
710,353M,CH,PHYS CHEM I FOR LIFE SCIENCES,MWF,11:00 a.m.-12:00 p.m.,"ELBER, R",JGB 2.218,open,50855
711,354,CH,QUANTUM CHEM AND SPECTROSCOPY,MWF,9:00 a.m.-10:00 a.m.,"ROBERTS, S",GDC 5.302,waitlisted,50860
712,154K,CH,PHYSICAL CHEMISTRY LABORATORY,T,2:00 p.m.-5:00 p.m.,"WORDEN, M",WEL 4.140,open,50865
713,154K,CH,PHYSICAL CHEMISTRY LABORATORY,W,2:00 p.m.-5:00 p.m.,"WORDEN, M",WEL 4.140,open,50870
714,154K,CH,PHYSICAL CHEMISTRY LABORATORY,TH,2:00 p.m.-5:00 p.m.,"WORDEN, M",WEL 4.140,closed,50875
715,354L,CH,PHYSICAL CHEMISTRY II,TTH,9:30 a.m.-11:00 a.m.,"CAMPION, A",SAC 5.102,open,50880
716,354M,CH,INTRO TO COMPU MTHDS IN CHEM,TTH,12:30 p.m.-2:00 p.m.,"HENKELMAN, G",GDC 6.202,open,50885
717,455,CH,FUNDMNTLS OF ANALYTICAL CHEM,TTH|W,12:30 p.m.-2:00 p.m.|2:00 p.m.-5:00 p.m.,"KALU APPULAGE, D",BUR 136|WEL 4.110,waitlisted,50890
718,455,CH,FUNDMNTLS OF ANALYTICAL CHEM,TTH|TH,12:30 p.m.-2:00 p.m.|2:00 p.m.-5:00 p.m.,"KALU APPULAGE, D",BUR 136|WEL 4.110,waitlisted,50895
719,455,CH,FUNDMNTLS OF ANALYTICAL CHEM,TTH|M,12:30 p.m.-2:00 p.m.|6:00 p.m.-9:00 p.m.,"KALU APPULAGE, D",BUR 136|WEL 4.110,waitlisted,50900
720,,,,,,,,,
721,455,CH,FUNDMNTLS OF ANALYTICAL CHEM,TTH|W,12:30 p.m.-2:00 p.m.|6:00 p.m.-9:00 p.m.,"KALU APPULAGE, D",BUR 136|WEL 4.110,waitlisted,50905
722,455,CH,FUNDMNTLS OF ANALYTICAL CHEM,MWF|T,1:00 p.m.-2:00 p.m.|10:00 a.m.-1:00 p.m.,"KALU APPULAGE, D",BUR 108|WEL 4.110,open,50910
723,455,CH,FUNDMNTLS OF ANALYTICAL CHEM,MWF|W,1:00 p.m.-2:00 p.m.|10:00 a.m.-1:00 p.m.,"KALU APPULAGE, D",BUR 108|WEL 4.110,open,50915
724,455,CH,FUNDMNTLS OF ANALYTICAL CHEM,MWF|M,1:00 p.m.-2:00 p.m.|2:00 p.m.-5:00 p.m.,"KALU APPULAGE, D",BUR 108|WEL 4.110,open,50920
725,455,CH,FUNDMNTLS OF ANALYTICAL CHEM,MWF|T,1:00 p.m.-2:00 p.m.|2:00 p.m.-5:00 p.m.,"KALU APPULAGE, D",BUR 108|WEL 4.110,waitlisted,50925
726,455,CH,FUNDMTL ANLYTCL CHEM-FRI,M,4:00 p.m.-5:00 p.m.,"METOLA, P",WEL 2.140,open; restricted,50930
727,456,CH,ANALYTICAL CHEMISTRY,TTH|T,12:30 p.m.-2:00 p.m.|2:00 p.m.-5:00 p.m.,SCHIAVINATO EBERLI,PHR 2.114|WEL 4.124,waitlisted; restricted,50935
728,456,CH,ANALYTICAL CHEMISTRY,TTH|W,12:30 p.m.-2:00 p.m.|6:00 p.m.-9:00 p.m.,SCHIAVINATO EBERLI,PHR 2.114|WEL 4.124,open; restricted,50940
729,366C,CH,ADV INORG CH ORGMTLC/CTLSIS,TTH,2:00 p.m.-3:30 p.m.,"ROSE, M",PAR 201,open,50945
730,367L,CH,MACROMOLECULAR CHEMISTRY,WF,9:00 a.m.-10:30 a.m.,"PEPPAS, N",CPE 2.222,open; restricted,50947
731,368,CH,ADVANCED ORGANIC CHEMISTRY,TTH,2:00 p.m.-3:30 p.m.,"MARTIN, S",WEL 2.140,open,50950
732,368,CH,NUCLEAR & RADIOCHEMISTRY,W,9:00 a.m.-12:00 p.m.,"LANDSBERGER, S",NEL 2.106,waitlisted,50952
733,368,CH,1-RESEARCH METHODS: UTEACH,M|W,9:00 a.m.-11:00 a.m.|9:00 a.m.-11:00 a.m.,"EKBERG, D",PAI 4.08|PAI 4.14,open,50955
734,368,CH,1-RESEARCH METHODS: UTEACH,M|W,11:00 a.m.-1:00 p.m.|11:00 a.m.-1:00 p.m.,"KUMAR, P",PAI 4.08|PAI 4.14,open,50960
735,368L,CH,PEER TEACHING,,,"RODENBUSCH, S",,open; restricted,50965
736,369K,CH,TECHNIQUES OF RESEARCH,,,,,open; restricted,50970
737,369K,CH,TECHNIQUES OF RESEARCH-FRI,W,1:00 p.m.-2:00 p.m.,"BECKHAM, J",RLM 6.112,open; restricted,50975
738,369K,CH,TECHNIQUES OF RESEARCH-FRI,TTH,2:00 p.m.-3:30 p.m.,"DUNCAN, J",WEL 2.128,open; restricted,50980
739,369K,CH,TECHNIQUES OF RESEARCH-FRI,M,4:00 p.m.-5:00 p.m.,"METOLA, P",WEL 2.140,open; restricted,50985
740,371K,CH,SCI OUTREACH IN ELEM SCHOOLS,,,"MILLER, M",,open; restricted,50990
741,372C,CH,CH PEER MENTORS IN RSCH/TCH,MWF,12:00 p.m.-1:00 p.m.,"SPARKS, S",WEL 2.140,open; restricted,50992
742,372C,CH,CHEM PEER MENTORS IN RSCH/TCH,MW,9:00 a.m.-10:00 a.m.,"SPARKS, S",WEL 2.140,open; restricted,50995
743,372C,CH,CHEM PEER MENTORS IN RSCH/TCH,MW,1:00 p.m.-2:00 p.m.,"SPARKS, S",WEL 2.110,open; restricted,51000
744,372C,CH,CHEM PEER MENTORS IN RSCH/TCH,MW,1:00 p.m.-2:00 p.m.,"SPARKS, S",WEL 4.132B,open; restricted,51005
745,372S,CH,STUDY/RESEARCH ABROAD: AIF,,,"HUMPHREY, S",,open; restricted,51010
746,376K,CH,ADVANCED ANALYTICAL CHEMISTRY,MW|T,1:00 p.m.-2:00 p.m.|10:00 a.m.-1:00 p.m.,"SHEAR, J",GDC 4.302|WEL 4.124,waitlisted; restricted,51015
747,376K,CH,ADVANCED ANALYTICAL CHEMISTRY,MW|W,1:00 p.m.-2:00 p.m.|10:00 a.m.-1:00 p.m.,"SHEAR, J",GDC 4.302|WEL 4.124,closed,51020
748,376K,CH,ADVANCED ANALYTICAL CHEMISTRY,MW|M,1:00 p.m.-2:00 p.m.|2:00 p.m.-5:00 p.m.,"SHEAR, J",GDC 4.302|WEL 4.124,waitlisted; restricted,51025
749,376K,CH,ADVANCED ANALYTICAL CHEMISTRY,MW|W,1:00 p.m.-2:00 p.m.|2:00 p.m.-5:00 p.m.,"SHEAR, J",GDC 4.302|WEL 4.124,waitlisted; restricted,51030
750,376K,CH,ADVANCED ANALYTICAL CHEMISTRY,MW|TH,1:00 p.m.-2:00 p.m.|2:00 p.m.-5:00 p.m.,"SHEAR, J",GDC 4.302|WEL 4.124,open; restricted,51035
751,,,,,,,,,
752,379H,CH,CHEM HONORS TUTORIAL COURSE,,,,,open; restricted,51040
753,,,,,,,,,
754,339F,BCH,FOUNDATIONS OF BIOCHEMISTRY,TTH,11:00 a.m.-12:30 p.m.,"STEVENS, S",UTC 3.132,closed,54495
755,339F,BCH,FOUNDATIONS OF BIOCHEMISTRY,MW,12:00 p.m.-1:30 p.m.,"BARRICK, J",BUR 216,open,54500
756,339M,BCH,STRUCT & FUNCT OF MOL MACHINES,TTH,9:30 a.m.-11:00 a.m.,"FINKELSTEIN, I",CLA 0.130,closed,54505
757,339N,BCH,SYSTEMS BIO/BIOINFORMATICS,TTH,11:00 a.m.-12:30 p.m.,"MARCOTTE, E",BUR 212,open,54510
758,365D,BCH,STRC/FUNC PROTEIN/NUCLC ACDS,MW,9:00 a.m.-10:30 a.m.,"JOHNSON, K",GDC 6.202,closed,54515
759,369,BCH,FUNDAMENTALS OF BIOCHEMISTRY,MW,3:30 p.m.-5:00 p.m.,"GRABNER, G",UTC 2.102A,open,54520
760,369,BCH,FUNDAMENTALS OF BIOCHEMISTRY,TTH,2:00 p.m.-3:30 p.m.,"GRABNER, G",JES A121A,open,54525
761,369,BCH,FUNDAMENTALS OF BIOCHEMISTRY,TTH,3:30 p.m.-5:00 p.m.,"GRABNER, G",JES A121A,open,54530
762,369K,BCH,TECHNIQUES OF RESEARCH,,,,,open; restricted,54535
763,369L,BCH,BIOCHEMISTRY LABORATORY,MW|MW,12:00 p.m.-1:00 p.m.|8:00 a.m.-11:30 a.m.,"MCDONALD, G",GSB 2.126|NHB 1.306,closed,54540
764,369L,BCH,BIOCHEMISTRY LABORATORY,MW|TTH,12:00 p.m.-1:00 p.m.|9:30 a.m.-1:00 p.m.,"MCDONALD, G",GSB 2.126|NHB 1.306,closed,54545
765,369L,BCH,BIOCHEMISTRY LABORATORY,MW|MW,12:00 p.m.-1:00 p.m.|1:00 p.m.-4:30 p.m.,"MCDONALD, G",GSB 2.126|NHB 1.306,closed,54550
766,369L,BCH,BIOCHEMISTRY LABORATORY,MW|TTH,12:00 p.m.-1:00 p.m.|2:00 p.m.-5:30 p.m.,"MCDONALD, G",GSB 2.126|NHB 1.306,closed,54555
767,369L,BCH,BIOCHEMISTRY LABORATORY,MW|MW,12:00 p.m.-1:00 p.m.|5:00 p.m.-8:30 p.m.,"MCDONALD, G",GSB 2.126|NHB 1.306,closed,54560
768,369L,BCH,BIOCHEMISTRY LABORATORY,MW|TTH,12:00 p.m.-1:00 p.m.|6:00 p.m.-9:30 p.m.,"MCDONALD, G",GSB 2.126|NHB 1.306,closed,54565
769,369L,BCH,BIOCHEMISTRY LABORATORY-FRI,MW,12:00 p.m.-1:00 p.m.,"MCDONALD, G",GSB 2.126,closed,54570
770,370,BCH,PHYSICAL METHODS OF BIOCHEM,MW,8:30 a.m.-10:00 a.m.,"HOFFMAN, D",CLA 0.128,closed,54575
771,370,BCH,PHYSICAL METHODS OF BIOCHEM,TTH,12:30 p.m.-2:00 p.m.,"HOFFMAN, D",MEZ 1.306,closed,54580
772,379H,BCH,HONORS TUTORIAL COURSE,,,,,open; restricted,54585
773,,,,,,,,,
774,302,M,INTRODUCTION TO MATHEMATICS,MWF,9:00 a.m.-10:00 a.m.,,ECJ 1.202,closed,53410
775,302,M,INTRODUCTION TO MATHEMATICS,TTH,9:30 a.m.-11:00 a.m.,,CPE 2.214,closed,53415
776,302,M,INTRODUCTION TO MATHEMATICS,MWF,11:00 a.m.-12:00 p.m.,,CPE 2.214,closed,53420
777,305G,M,PREPARATION FOR CALCULUS-CNS,MWF|T,9:00 a.m.-10:00 a.m.|8:00 a.m.-9:00 a.m.,,WRW 102|RLM 7.104,open,53425
778,305G,M,PREPARATION FOR CALCULUS-CNS,MWF|T,9:00 a.m.-10:00 a.m.|3:00 p.m.-4:00 p.m.,,WRW 102|PAR 203,open,53430
779,408C,M,DIFFEREN AND INTEGRAL CALCULUS,TTH|MW,12:30 p.m.-2:00 p.m.|11:00 a.m.-12:00 p.m.,,ECJ 1.202|CPE 2.206,closed,53435
780,408C,M,DIFFEREN AND INTEGRAL CALCULUS,TTH|MW,12:30 p.m.-2:00 p.m.|4:00 p.m.-5:00 p.m.,,ECJ 1.202|CPE 2.210,closed,53440
781,408C,M,DIFFEREN AND INTEGRAL CALCULUS,TTH|MW,3:30 p.m.-5:00 p.m.|8:00 a.m.-9:00 a.m.,,ECJ 1.202|CPE 2.212,closed,53445
782,408C,M,DIFFEREN AND INTEGRAL CALCULUS,TTH|MW,3:30 p.m.-5:00 p.m.|2:00 p.m.-3:00 p.m.,,ECJ 1.202|CPE 2.210,open,53450
783,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,9:00 a.m.-10:00 a.m.|1:00 p.m.-2:00 p.m.,,RLM 4.102|UTC 3.110,waitlisted,53455
784,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,9:00 a.m.-10:00 a.m.|3:30 p.m.-4:30 p.m.,,RLM 4.102|RLM 5.104,waitlisted,53460
785,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,9:30 a.m.-11:00 a.m.|9:00 a.m.-10:00 a.m.,,ECJ 1.202|CPE 2.212,waitlisted,53465
786,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,9:30 a.m.-11:00 a.m.|1:00 p.m.-2:00 p.m.,,ECJ 1.202|CPE 2.220,waitlisted,53470
787,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,10:00 a.m.-11:00 a.m.|8:00 a.m.-9:00 a.m.,,ETC 2.108|CPE 2.212,waitlisted,53475
788,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,10:00 a.m.-11:00 a.m.|11:00 a.m.-12:00 p.m.,,ETC 2.108|BUR 224,waitlisted,53480
789,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,10:00 a.m.-11:00 a.m.|1:00 p.m.-2:00 p.m.,"DAVIS, K",JGB 2.216|SZB 296,waitlisted,53485
790,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,10:00 a.m.-11:00 a.m.|5:00 p.m.-6:00 p.m.,"DAVIS, K",JGB 2.216|CPE 2.204,waitlisted,53490
791,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,11:00 a.m.-12:00 p.m.|8:30 a.m.-9:30 a.m.,"DAVIS, K",JGB 2.216|CPE 2.210,waitlisted,53495
792,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,11:00 a.m.-12:00 p.m.|5:00 p.m.-6:00 p.m.,"DAVIS, K",JGB 2.216|CPE 2.212,waitlisted,53500
793,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,11:00 a.m.-12:30 p.m.|8:00 a.m.-9:00 a.m.,,ECJ 1.202|RLM 7.104,waitlisted,53505
794,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,11:00 a.m.-12:30 p.m.|3:00 p.m.-4:00 p.m.,,ECJ 1.202|RLM 7.104,waitlisted,53510
795,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,12:00 p.m.-1:00 p.m.|10:00 a.m.-11:00 a.m.,,CPE 2.214|PAR 301,waitlisted,53515
796,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,12:00 p.m.-1:00 p.m.|3:00 p.m.-4:00 p.m.,,CPE 2.214|RLM 6.104,waitlisted,53520
797,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,12:30 p.m.-2:00 p.m.|9:00 a.m.-10:00 a.m.,,JGB 2.216|CPE 2.206,waitlisted,53525
798,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,12:30 p.m.-2:00 p.m.|3:00 p.m.-4:00 p.m.,,JGB 2.216|CPE 2.210,waitlisted,53530
799,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,1:00 p.m.-2:00 p.m.|12:30 p.m.-1:30 p.m.,,CPE 2.208|BUR 108,waitlisted,53535
